"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2020,148247262,122507003,51,"C",20,,""
2020,148247263,122507004,27,"C",20,,""
2020,148247264,122507005,51,"C",4,,""
2020,148247265,122507006,16,"C",13,,""
2020,148247266,122507007,51,"C",46,,""
2020,148247267,122507008,49,"C",20,,"N"
2020,148247268,122507009,51,"C",20,,""
2020,148247269,122507010,41,"C",17,,""
2020,148247270,122507011,27,"C",20,,""
2020,148247271,122507012,41,"C",7,,""
2020,148247272,122507013,5,"C",20,,""
2020,148247273,122507014,51,"C",20,,""
2020,148247274,122507015,16,"C",13,,""
2020,148247275,122507016,2,"C",2,,""
2020,148247276,122507017,49,"C",20,,"N"
2020,148247277,122507018,45,"C",14,,""
2020,148247278,122507019,45,"C",20,,""
2020,148247280,122507020,35,"C",13,,""
2020,148247279,122507020,16,"C",13,,""
2020,148247281,122507021,45,"C",21,,""
2020,148247282,122507022,45,"C",12,,""
2020,148247283,122507023,49,"C",20,,"F"
2020,148247284,122507024,51,"C",20,,""
2020,148247285,122507025,21,"C",18,,""
2020,148247287,122507026,35,"C",23,,""
2020,148247286,122507026,16,"C",23,,""
2020,148247288,122507027,51,"C",20,,""
2020,148247289,122507028,39,"C",13,,""
2020,148247290,122507029,45,"C",20,,""
2020,148247291,122507030,14,"C",18,,""
2020,148247292,122507031,45,"C",23,,""
2020,148247293,122507032,14,"C",13,,""
2020,148247294,122507033,45,"C",23,,""
2020,148247295,122507034,51,"C",20,,""
2020,148247298,122507035,2,"C",20,,""
2020,148247297,122507035,45,"C",20,,""
2020,148247296,122507035,11,"C",20,,""
2020,148247299,122507036,2,"C",20,,""
2020,148247300,122507037,51,"C",13,,""
2020,148247301,122507038,51,"C",41,,""
2020,148247302,122507039,41,"C",23,,""
2020,148247303,122507040,45,"C",23,,""
2020,148247304,122507041,51,"C",25,,""
2020,148247305,122507042,11,"C",7,,""
2020,148247306,122507042,45,"C",7,,""
2020,148247308,122507044,51,"C",23,,""
2020,148247310,122507045,5,"C",20,,""
2020,148247309,122507045,27,"C",20,,""
2020,148247314,122507047,40,"C",13,,""
2020,148247317,122507049,51,"C",20,,""
2020,148247318,122507050,39,"C",13,,""
2020,148247319,122507051,23,"C",24,,""
2020,148247320,122507052,51,"C",20,,""
2020,148247321,122507053,46,"C",20,,""
2020,148247322,122507054,44,"C",20,,""
2020,148247323,122507055,51,"C",20,,""
2020,148247324,122507056,45,"C",18,,""
2020,148247325,122507057,45,"C",23,,""
2020,148247326,122507058,5,"C",20,,""
2020,148247327,122507059,7,"C",20,,""
2020,148247328,122507060,14,"C",20,,""
2020,148247329,122507061,45,"C",20,,""
2020,148247330,122507062,45,"C",46,,""
2020,148247331,122507063,44,"C",46,,""
2020,148247332,122507064,45,"C",23,,""
2020,148247333,122507065,7,"C",18,,""
2020,148247334,122507065,5,"C",18,,""
2020,148247335,122507066,51,"C",20,,""
2020,148247336,122507067,45,"C",20,,""
2020,148247337,122507068,51,"C",20,,""
2020,148247338,122507069,51,"C",20,,""
2020,148247339,122507070,7,"C",18,,""
2020,148247341,122507071,5,"C",29,,""
2020,148247340,122507071,44,"C",2,,""
2020,148247342,122507072,23,"C",24,,""
2020,148247343,122507073,45,"C",20,,""
2020,148247344,122507074,45,"C",20,,""
2020,148247345,122507075,5,"C",20,,""
2020,148247346,122507076,44,"C",20,,""
2020,148247347,122507077,27,"C",20,,""
2020,148247348,122507078,16,"C",13,,""
2020,148247349,122507078,51,"C",18,,""
2020,148247350,122507079,21,"C",13,,""
2020,148247351,122507080,23,"C",12,,""
2020,148247354,122507082,14,"C",20,,""
2020,148247355,122507083,14,"C",20,,""
2020,148247357,122507084,5,"C",32,,""
2020,148247356,122507084,49,"C",32,,"F"
2020,148247359,122507086,36,"C",25,,""
2020,148247360,122507087,11,"C",8,,""
2020,148247361,122507088,11,"C",21,,""
2020,148247362,122507089,51,"C",20,,""
2020,148247363,122507090,45,"C",20,,""
2020,148247364,122507091,27,"C",21,,""
2020,148247365,122507092,41,"C",6,,""
2020,148247366,122507092,45,"C",6,,""
2020,148247367,122507093,41,"C",23,,""
2020,148247368,122507094,16,"C",41,,""
2020,148247369,122507095,14,"C",18,,""
2020,148247370,122507096,51,"C",20,,""
2020,148247371,122507096,5,"C",20,,""
2020,148247372,122507097,27,"C",20,,""
2020,148247373,122507098,51,"C",20,,""
2020,148247374,122507099,27,"C",23,,""
2020,148247376,122507100,51,"C",21,,""
2020,148247377,122507100,5,"C",21,,""
2020,148247375,122507100,45,"C",21,,""
2020,148247378,122507101,40,"C",13,,""
2020,148247379,122507102,28,"C",13,,""
2020,148247380,122507103,49,"C",20,,"N"
2020,148247381,122507104,45,"C",20,,""
2020,148247382,122507105,41,"C",8,,""
2020,148247383,122507106,5,"C",20,,""
2020,148247384,122507107,45,"C",23,,""
2020,148247385,122507108,41,"C",2,,""
2020,148247386,122507109,49,"C",20,,"F"
2020,148247388,122507111,5,"C",13,,""
2020,148247389,122507112,41,"C",24,,""
2020,148247390,122507113,51,"C",13,,""
2020,148247391,122507114,46,"C",20,,""
2020,148247392,122507115,45,"C",20,,""
2020,148247393,122507116,45,"C",20,,""
2020,148247394,122507117,45,"C",41,,""
2020,148247395,122507118,11,"C",25,,""
2020,148247396,122507119,49,"C",20,,"F"
2020,148247397,122507119,5,"C",20,,""
2020,148247399,122507120,5,"C",20,,""
2020,148247398,122507120,49,"C",20,,"F"
2020,148247400,122507121,5,"C",13,,""
2020,148247402,122507123,41,"C",46,,""
2020,148247403,122507124,45,"C",21,,""
2020,148247404,122507125,45,"C",20,,""
2020,148247405,122507126,45,"C",46,,""
2020,148247406,122507127,45,"C",8,,""
2020,148247407,122507128,45,"C",20,,""
2020,148247408,122507129,14,"C",20,,""
2020,148247409,122507130,36,"C",25,,""
2020,148247410,122507131,41,"C",2,,""
2020,148247412,122507132,5,"C",41,,""
2020,148247411,122507132,51,"C",41,,""
2020,148246879,122506662,49,"C",32,,"N"
2020,148246880,122506663,5,"C",20,,""
2020,148246881,122506664,5,"C",20,,""
2020,148246882,122506665,45,"C",1,,""
2020,148246883,122506666,56,"C",20,,""
2020,148246884,122506667,39,"C",13,,""
2020,148246887,122506670,5,"C",20,,""
2020,148246889,122506672,27,"C",20,,""
2020,148246890,122506673,16,"C",13,,""
2020,148246892,122506674,51,"C",20,,""
2020,148246891,122506674,16,"C",20,,""
2020,148246894,122506676,39,"C",20,,""
2020,148246895,122506677,51,"C",20,,""
2020,148246897,122506678,5,"C",20,,""
2020,148246896,122506678,51,"C",20,,""
2020,148246898,122506679,44,"C",4,,""
2020,148246899,122506680,5,"C",46,,""
2020,148246900,122506681,23,"C",12,,""
2020,148246901,122506682,5,"C",24,,""
2020,148246902,122506683,49,"C",14,1,"N"
2020,148246903,122506684,49,"C",20,,"F"
2020,148246904,122506684,5,"C",20,,""
2020,148246905,122506685,5,"C",18,,""
2020,148246906,122506686,46,"C",20,,""
2020,148246907,122506687,45,"C",42,,""
2020,148246908,122506688,45,"C",21,,""
2020,148246910,122506690,45,"C",5,,""
2020,148246911,122506691,16,"C",41,,""
2020,148246912,122506692,45,"C",20,,""
2020,148246913,122506693,40,"A",20,,""
2020,148246914,122506694,23,"C",7,,""
2020,148246915,122506695,51,"C",13,,""
2020,148246916,122506696,5,"C",20,,""
2020,148246917,122506697,39,"C",13,,""
2020,148246918,122506698,2,"C",21,,""
2020,148246919,122506699,23,"C",7,,""
2020,148246920,122506700,14,"C",20,,""
2020,148246921,122506700,49,"C",20,,"N"
2020,148246922,122506701,20,"C",20,,""
2020,148246923,122506702,46,"A",20,,""
2020,148246924,122506703,14,"C",13,,""
2020,148246925,122506704,23,"C",8,,""
2020,148246926,122506705,29,"C",14,,""
2020,148246927,122506706,27,"C",20,,""
2020,148246928,122506707,45,"C",24,,""
2020,148246929,122506708,5,"C",20,,""
2020,148246930,122506709,23,"C",24,,""
2020,148246931,122506710,23,"C",12,,""
2020,148246934,122506712,45,"C",3,,""
2020,148246935,122506713,16,"C",41,,""
2020,148246936,122506714,27,"C",41,,""
2020,148246937,122506715,49,"C",20,,"N"
2020,148246938,122506716,45,"C",20,,""
2020,148246939,122506717,51,"C",1,,""
2020,148246940,122506718,49,"A",20,,"N"
2020,148246941,122506719,51,"C",20,,""
2020,148246942,122506720,45,"C",20,,""
2020,148246943,122506721,16,"C",13,,""
2020,148246946,122506723,16,"C",15,,""
2020,148246947,122506724,51,"C",20,,""
2020,148246948,122506725,27,"C",20,,""
2020,148246949,122506726,44,"C",20,,""
2020,148246950,122506726,51,"C",20,,""
2020,148246951,122506727,45,"C",20,,""
2020,148246952,122506728,51,"C",20,,""
2020,148246953,122506729,23,"C",7,,""
2020,148246954,122506730,44,"C",20,,""
2020,148246955,122506731,5,"C",20,,""
2020,148246956,122506732,45,"C",41,,""
2020,148246957,122506733,16,"C",41,,""
2020,148246958,122506734,44,"C",13,,""
2020,148246959,122506735,45,"C",13,,""
2020,148246960,122506736,49,"C",20,,"F"
2020,148246961,122506737,11,"C",2,,""
2020,148246962,122506738,41,"C",20,,""
2020,148246963,122506739,5,"C",13,,""
2020,148246964,122506740,51,"C",20,,""
2020,148246966,122506741,51,"C",24,,""
2020,148246965,122506741,23,"C",24,,""
2020,148246967,122506742,46,"C",20,,""
2020,148246969,122506744,14,"C",18,,""
2020,148246971,122506745,51,"C",20,,""
2020,148246970,122506745,16,"C",20,,""
2020,148246974,122506746,7,"C",20,,""
2020,148246972,122506746,21,"C",23,,""
2020,148246973,122506746,45,"C",23,,""
2020,148246975,122506747,51,"C",20,,""
2020,148246979,122506749,5,"C",20,,""
2020,148246978,122506749,51,"C",20,,""
2020,148246980,122506750,51,"C",13,,""
2020,148246981,122506751,5,"C",20,,""
2020,148246982,122506752,16,"C",13,,""
2020,148246983,122506753,16,"C",20,,""
2020,148246984,122506753,35,"C",20,,""
2020,148246985,122506754,36,"C",20,,""
2020,148246987,122506756,16,"C",13,,""
2020,148246988,122506757,5,"C",13,,""
2020,148246990,122506758,5,"C",20,,""
2020,148246989,122506758,51,"C",20,,""
2020,148246991,122506759,41,"C",20,,""
2020,148246992,122506760,5,"C",20,,""
2020,148246993,122506761,23,"C",7,,""
2020,148246994,122506762,21,"C",20,,""
2020,148246995,122506763,23,"C",8,,""
2020,148246996,122506764,51,"C",13,,""
2020,148246998,122506765,5,"C",20,,""
2020,148246997,122506765,49,"C",20,,"F"
2020,148246999,122506766,45,"C",21,,""
2020,148247000,122506767,14,"C",18,,""
2020,148247001,122506768,39,"C",20,,""
2020,148247002,122506769,45,"C",20,,""
2020,148247003,122506770,2,"A",11,,""
2020,148247004,122506771,5,"C",13,,""
2020,148247005,122506772,45,"A",8,,""
2020,148247006,122506773,51,"C",13,,""
2020,148247007,122506774,51,"C",20,,""
2020,148247008,122506775,23,"C",8,,""
2020,148247009,122506776,5,"C",20,,""
2020,148247010,122506777,27,"C",20,,""
2020,148247011,122506778,16,"C",13,,""
2020,148247012,122506779,51,"C",13,,""
2020,148247013,122506780,40,"C",18,,""
2020,148247014,122506781,45,"C",23,,""
2020,148247015,122506782,5,"C",20,,""
2020,148247016,122506783,14,"C",18,,""
2020,148247017,122506784,45,"C",20,,""
2020,148247018,122506785,7,"A",20,,""
2020,148247019,122506785,5,"C",20,,""
2020,148247020,122506786,51,"C",18,,""
2020,148247023,122506787,5,"C",13,,""
2020,148247021,122506787,45,"C",13,,""
2020,148247022,122506787,51,"C",13,,""
2020,148247024,122506788,44,"C",20,,""
2020,148247025,122506789,51,"C",13,,""
2020,148247026,122506790,51,"C",20,,""
2020,148247027,122506791,5,"C",20,,""
2020,148247029,122506792,5,"C",20,,""
2020,148247028,122506792,44,"C",20,,""
2020,148247031,122506793,5,"C",20,,""
2020,148247030,122506793,49,"A",20,,"F"
2020,148247032,122506794,51,"C",20,,""
2020,148247033,122506795,2,"C",20,,""
2020,148247034,122506796,21,"C",13,,""
2020,148247036,122506797,5,"C",20,,""
2020,148247035,122506797,45,"C",20,,""
2020,148247037,122506798,51,"C",20,,""
2020,148247038,122506799,21,"C",8,,""
2020,148247040,122506800,5,"C",14,,""
2020,148247039,122506800,45,"C",14,,""
2020,148247041,122506801,45,"C",23,,""
2020,148247042,122506802,51,"C",20,,""
2020,148247043,122506803,51,"C",20,,""
2020,148247044,122506804,51,"C",46,,""
2020,148247045,122506805,51,"C",20,,""
2020,148247046,122506806,45,"C",20,,""
2020,148247047,122506807,36,"C",14,,""
2020,148247048,122506808,23,"C",8,,""
2020,148247049,122506809,23,"C",8,,""
2020,148247050,122506810,7,"C",18,,""
2020,148247051,122506811,5,"C",20,,""
2020,148247052,122506812,14,"C",20,,""
2020,148247053,122506813,51,"C",20,,""
2020,148247054,122506814,44,"C",20,,""
2020,148247055,122506814,5,"C",20,,""
2020,148247056,122506815,51,"C",13,,""
2020,148247057,122506816,40,"C",13,,""
2020,148247058,122506817,56,"C",3,,""
2020,148247059,122506818,45,"C",20,,""
2020,148247060,122506819,51,"C",20,,""
2020,148247061,122506820,2,"C",20,,""
2020,148247062,122506821,5,"C",20,,""
2020,148247063,122506822,5,"C",20,,""
2020,148247064,122506823,23,"C",8,,""
2020,148247065,122506824,51,"C",13,,""
2020,148247066,122506825,39,"C",18,,""
2020,148247067,122506826,21,"C",20,,""
2020,148247068,122506827,49,"C",20,,"N"
2020,148247070,122506829,7,"C",20,,""
2020,148247071,122506830,51,"C",20,,""
2020,148247075,122506832,5,"C",20,,""
2020,148247074,122506832,27,"C",20,,""
2020,148247073,122506832,29,"C",20,,""
2020,148247077,122506833,51,"C",20,,""
2020,148247076,122506833,44,"C",20,,""
2020,148247078,122506834,51,"C",20,,""
2020,148247079,122506835,51,"C",20,,""
2020,148247080,122506836,51,"C",3,,""
2020,148247081,122506837,7,"C",13,,""
2020,148247082,122506838,51,"C",20,,""
2020,148247083,122506839,45,"C",23,,""
2020,148247084,122506840,21,"C",20,,""
2020,148247085,122506841,14,"C",3,,""
2020,148247086,122506842,5,"C",20,,""
2020,148247087,122506843,14,"C",20,,""
2020,148247088,122506844,46,"C",2,,""
2020,148247089,122506845,51,"C",20,,""
2020,153752912,127173740,51,"C",13,,""
2020,153752926,127173750,35,"C",18,,""
2020,153757115,127173770,51,"C",20,,""
2020,153752980,127176462,5,"C",20,,""
2020,153752977,127176462,29,"C",20,,""
2020,153752979,127176462,51,"C",20,,""
2020,153757122,127173788,5,"C",20,,""
2020,153753038,127173825,40,"C",20,,""
2020,153753071,127173848,23,"C",23,,""
2020,153757172,127176514,2,"C",20,,""
2020,153753098,127173878,27,"C",13,,""
2020,153753100,127173878,51,"C",13,,""
2020,153757190,127176530,41,"C",7,,""
2020,153753142,127173909,49,"C",20,,"N"
2020,153757213,127176547,5,"C",18,,""
2020,153753170,127173945,27,"C",13,,""
2020,153753171,127173945,14,"C",13,,""
2020,153757235,127173962,51,"C",13,,""
2020,153753251,127176591,5,"C",20,,""
2020,153753277,127174018,51,"C",20,,""
2020,153753274,127174018,45,"C",20,,""
2020,153753297,127176612,45,"C",7,,""
2020,153753328,127174061,51,"C",20,,""
2020,153753329,127174061,5,"C",20,,""
2020,153757316,127174089,51,"C",14,,""
2020,153757319,127176638,51,"C",20,,""
2020,153753378,127176638,5,"C",20,,""
2020,153757362,127174146,5,"C",20,,""
2020,153757359,127174146,49,"C",20,,"F"
2020,153753462,127176674,27,"C",20,,""
2020,153753482,127176685,49,"C",25,,"F"
2020,153753496,127174197,5,"C",20,,""
2020,153753525,127176710,45,"C",7,,""
2020,153757445,127174239,51,"C",18,,""
2020,153757460,127176743,5,"C",20,,""
2020,153753596,127176753,44,"C",21,,""
2020,153757479,127176760,5,"C",13,,""
2020,153757489,127176766,45,"C",18,,""
2020,153753626,127174295,14,"C",13,,""
2020,153753650,127174315,27,"C",20,,""
2020,153757508,127174315,5,"C",20,,""
2020,153753685,127174348,23,"C",23,,""
2020,151623830,125186326,41,"C",20,,""
2020,151632239,125186337,51,"C",20,,""
2020,151623850,125181767,40,"C",13,,""
2020,151632237,125181767,28,"C",13,,""
2020,151632315,125181811,5,"C",18,,""
2020,151623903,125186391,5,"C",20,,""
2020,151623901,125186391,27,"C",20,,""
2020,151623932,125181848,49,"C",20,,"N"
2020,151632463,125186482,5,"C",13,,""
2020,151632472,125181924,40,"C",13,,""
2020,151624024,125186503,23,"A",8,,""
2020,151624025,125186503,11,"C",8,,""
2020,151632531,125186532,51,"C",20,,""
2020,151624074,125186545,21,"C",13,,""
2020,151624077,125181975,40,"C",20,,""
2020,151632559,125186565,21,"C",23,,""
2020,151632577,125182000,27,"C",20,,""
2020,151624143,125182040,23,"C",23,,""
2020,151624158,125182048,51,"C",8,,""
2020,151624167,125186632,23,"C",12,,""
2020,151624174,125182061,45,"C",20,,""
2020,151632701,125186687,5,"C",20,,""
2020,151632737,125182119,5,"C",20,,""
2020,151632736,125182119,51,"C",20,,""
2020,151632751,125182128,51,"C",20,,""
2020,151624287,125182134,49,"C",5,,"F"
2020,151624288,125182134,5,"C",5,,""
2020,151624310,125186758,7,"C",13,,""
2020,151623872,125181782,5,"C",20,,""
2020,151632291,125181792,41,"C",20,,""
2020,151632305,125186380,5,"C",20,,""
2020,151632303,125186380,27,"C",20,,""
2020,151623899,125181817,5,"C",20,,""
2020,151623898,125181817,27,"C",20,,""
2020,151623925,125186415,49,"C",20,,"F"
2020,151623926,125186415,5,"C",20,,""
2020,151632386,125181867,51,"C",20,,""
2020,151623993,125181901,51,"C",20,,""
2020,151632450,125181907,7,"C",20,,""
2020,151624006,125186481,51,"C",38,,""
2020,151624028,125186504,23,"C",12,,""
2020,151632503,125181945,14,"C",18,,""
2020,151632504,125181945,5,"C",18,,""
2020,151632534,125186535,23,"C",12,,""
2020,151624078,125181977,21,"C",13,,""
2020,151632556,125186556,51,"C",20,,""
2020,151624109,125186576,21,"A",20,,""
2020,151632574,125186576,49,"C",20,,"N"
2020,151624119,125182010,5,"C",5,,""
2020,151624127,125186593,39,"C",13,,""
2020,151632627,125186610,36,"C",25,,""
2020,151624165,125182054,45,"C",20,,""
2020,151632648,125182054,5,"C",20,,""
2020,151624177,125186642,5,"C",20,,""
2020,151624176,125186642,45,"C",20,,""
2020,151632672,125186662,5,"C",20,,""
2020,151632695,125182087,39,"C",13,,""
2020,151624222,125182087,16,"C",13,,""
2020,151632720,125182106,51,"C",20,,""
2020,151632757,125182133,5,"C",18,,""
2020,151624298,125186746,5,"C",46,,""
2020,151624296,125186746,51,"C",46,,""
2020,151624316,125182150,41,"C",7,,""
2020,151623876,125186367,27,"C",13,,""
2020,151623902,125181816,27,"C",20,,""
2020,151632340,125181826,5,"C",18,,""
2020,151632358,125181843,5,"C",18,,""
2020,151632357,125181843,14,"C",18,,""
2020,151623951,125181859,39,"C",14,,""
2020,151623974,125181884,23,"C",8,,""
2020,151632421,125181894,5,"C",20,,""
2020,151623983,125181894,27,"C",20,,""
2020,151632464,125181917,44,"C",20,,""
2020,151624014,125186490,41,"C",24,,""
2020,151624033,125186508,45,"C",20,,""
2020,151632532,125186541,51,"C",13,,""
2020,151632530,125186541,16,"C",20,,""
2020,151632533,125186541,5,"C",13,,""
2020,151624105,125186572,23,"C",23,,""
2020,151624133,125182032,51,"C",20,,""
2020,151624145,125186612,49,"C",20,,"N"
2020,151624154,125186621,14,"C",18,,""
2020,151632645,125182052,11,"C",25,,""
2020,151624178,125186645,5,"C",13,,""
2020,151632681,125186669,14,"C",20,,""
2020,151632682,125186669,51,"C",20,,""
2020,151624210,125186669,5,"C",20,,""
2020,151624209,125186669,49,"C",20,,"F"
2020,151632700,125186685,51,"C",20,,""
2020,151632715,125186700,41,"C",20,,""
2020,151632719,125182104,5,"C",20,,""
2020,151632731,125186717,49,"C",20,,"F"
2020,151624263,125186717,5,"C",20,,""
2020,151624279,125186730,44,"C",20,,""
2020,151624289,125186738,45,"C",20,,""
2020,151632763,125186743,45,"C",20,,""
2020,151624312,125182146,45,"C",18,,""
2020,151624318,125186767,49,"C",20,,"N"
2020,151632799,125182165,41,"C",29,,""
2020,151632214,125186320,29,"C",13,,""
2020,151623829,125186325,49,"C",20,,"N"
2020,151623847,125186335,5,"C",13,,""
2020,151632280,125186364,51,"C",20,,""
2020,151632332,125186398,44,"C",20,,""
2020,151632361,125186420,5,"C",18,,""
2020,156997146,130106908,49,"C",20,,"F"
2020,151623832,125181744,36,"C",20,,""
2020,151632230,125186331,45,"C",20,,""
2020,151632231,125186331,51,"C",20,,""
2020,156997157,130106914,51,"C",20,,""
2020,151632281,125186365,51,"C",20,,""
2020,151632300,125181801,5,"C",8,,""
2020,151623885,125181801,49,"C",8,,"F"
2020,151632322,125186394,49,"C",20,,"F"
2020,151632323,125186394,5,"C",20,,""
2020,151632342,125186405,51,"C",21,,""
2020,151632352,125181833,51,"C",46,,""
2020,151623935,125181847,45,"C",20,,""
2020,151632387,125186436,28,"C",13,,""
2020,151632403,125181874,16,"C",20,,""
2020,151623964,125181874,35,"C",20,,""
2020,151632431,125186468,23,"C",23,,""
2020,151632435,125186468,27,"C",23,,""
2020,151624000,125181909,23,"C",8,,""
2020,151632491,125181936,45,"A",20,,""
2020,151632501,125186515,49,"C",20,,"F"
2020,151632500,125186515,27,"C",20,,""
2020,151624041,125186515,28,"C",20,,""
2020,151632516,125181956,51,"C",13,,""
2020,151632515,125181956,14,"C",13,,""
2020,151624057,125186527,5,"C",20,,""
2020,151624056,125186527,51,"C",20,,""
2020,151632591,125182008,8,"C",20,,""
2020,151632653,125186634,11,"C",21,,""
2020,151624173,125186640,41,"C",23,,""
2020,151624213,125182081,5,"C",13,,""
2020,151624238,125182096,5,"C",21,,""
2020,151624237,125182096,49,"A",21,,"F"
2020,151624253,125186708,49,"C",3,,"F"
2020,151632722,125186708,5,"C",3,,""
2020,157001441,130106936,21,"C",18,,""
2020,151632735,125182117,27,"C",13,,""
2020,151624301,125186748,16,"C",13,,""
2020,156997156,130106914,45,"C",20,,""
2020,151632789,125186775,45,"C",20,,""
2020,156997154,130106912,5,"C",13,,""
2020,156997151,130106912,32,"C",13,,""
2020,156997153,130106912,39,"C",13,,""
2020,156997152,130106912,27,"C",13,,""
2020,157001446,130111525,21,"C",5,,""
2020,157001470,130106951,27,"C",20,,""
2020,156997201,130106956,51,"C",13,,""
2020,156997198,130106956,27,"C",13,,""
2020,157001468,130106956,5,"C",13,,""
2020,157001483,130111553,27,"C",20,,""
2020,157001489,130111555,27,"C",20,,""
2020,157001490,130111555,5,"C",20,,""
2020,156997221,130111566,14,"C",20,,""
2020,157001510,130106977,27,"C",20,,""
2020,156997228,130106977,5,"C",20,,""
2020,157001529,130106994,5,"C",20,,""
2020,156997241,130106994,49,"C",20,,"F"
2020,157001537,130111594,49,"C",20,,"N"
2020,156997260,130107006,23,"C",7,,""
2020,157001571,130107017,5,"C",13,,""
