"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2020,134457213,139285611,1,42741733
2020,134457213,139285609,1,42741731
2020,134457221,139285625,3,42741736
2020,134457222,139285626,17,42741737
2020,134457223,139285627,3,42741738
2020,134457226,139285629,24,42741739
2020,134457231,139285635,3,42741741
2020,134457231,139285634,1,42741740
2020,134457232,139285636,3,42741742
2020,134457233,139285637,3,42741743
2020,134457244,139285648,3,42741744
2020,134457245,139285649,12,42741745
2020,134457247,139285651,3,42741746
2020,134457248,139285653,18,42741748
2020,134457248,139285652,18,42741747
2020,134457248,139285654,18,42741749
2020,134457251,139285657,12,42741751
2020,134457252,139285658,18,42741752
2020,134457258,139285665,12,42741753
2020,134457270,139285678,24,42741754
2020,134457283,139285690,16,42741755
2020,134457291,139285696,16,42741761
2020,134457293,139285698,16,42741762
2020,134457297,139285702,18,42741765
2020,134457297,139285701,18,42741764
2020,134457298,139285703,16,42741766
2020,134457298,139285704,16,42741767
2020,134457299,139285705,3,42741768
2020,134457315,139285719,24,42741769
2020,134457315,139285720,24,42741770
2020,134457317,139285723,3,42741771
2020,134457329,139285734,3,42741772
2020,134457330,139285735,3,42741773
2020,134457339,139285745,1,42741775
2020,134457342,139285750,18,42741776
2020,134457344,139285753,25,42741778
2020,134457345,139285753,3,42741780
2020,134457344,139285752,3,42741777
2020,134457345,139285752,25,42741779
2020,134457350,139285759,3,42741782
2020,134457351,139285760,1,42741783
2020,134457352,139285761,16,42741784
2020,134457353,139285761,16,42741785
2020,134457355,139285763,3,42741786
2020,134457357,139285765,16,42741787
2020,134457361,139285769,18,42741788
2020,134457367,139285775,17,42741789
2020,134457368,139285776,18,42741790
2020,134457373,139285782,3,42741792
2020,134457377,139285785,24,42741793
2020,134457379,139285787,19,42741795
2020,134457381,139285788,1,42741796
2020,134457381,139285790,24,42741798
2020,134457381,139285789,1,42741797
2020,134457385,139285796,1,42741800
2020,134457385,139285795,18,42741799
2020,134457389,139285800,16,42741801
2020,134457391,139285800,3,42741803
2020,134457390,139285800,17,42741802
2020,134457397,139285807,1,42741804
2020,134457406,139285818,1,42741805
2020,134457407,139285819,19,42741806
2020,134457410,139285822,3,42741807
2020,134457412,139285824,16,42741808
2020,134457413,139285826,1,42741810
2020,134457413,139285825,1,42741809
2020,134457419,139285832,3,42741811
2020,134457420,139285833,3,42741812
2020,134457421,139285835,1,42741814
2020,134457421,139285834,1,42741813
2020,134457422,139285836,24,42741815
2020,134457423,139285837,3,42741816
2020,134457425,139285839,9,42741817
2020,134457427,139285841,3,42741818
2020,134457432,139285846,3,42741819
2020,134457437,139285850,24,42741820
2020,134457437,139285851,24,42741821
2020,134457438,139285852,3,42741822
2020,134457439,139285853,1,42741823
2020,134457440,139285854,17,42741824
2020,134457441,139285854,22,42741825
2020,134457443,139285856,18,42741826
2020,134457449,139285863,16,42741827
2020,134457450,139285864,16,42741828
2020,134457451,139285866,18,42741830
2020,134457451,139285865,18,42741829
2020,134457452,139285868,24,42741832
2020,134457452,139285867,24,42741831
2020,134457454,139285869,1,42741833
2020,134457456,139285871,3,42741834
2020,134457461,139285876,3,42741835
2020,134457468,139285883,5,42741836
2020,134457470,139285885,1,42741838
2020,134457471,139285885,1,42741839
2020,134457472,139285885,3,42741840
2020,134457474,139285886,3,42741842
2020,134457473,139285886,15,42741841
2020,134457475,139285887,3,42741843
2020,134457476,139285889,18,42741845
2020,134457476,139285888,7,42741844
2020,134457476,139285890,18,42741846
2020,134457476,139285891,18,42741847
2020,134457477,139285892,24,42741848
2020,134457479,139285892,18,42741850
2020,134457478,139285892,7,42741849
2020,134457481,139285894,1,42741851
2020,134457488,139285903,15,42741852
2020,134457495,139285911,9,42741854
2020,134457495,139285910,9,42741853
2020,134457497,139285913,1,42741855
2020,134457498,139285914,16,42741856
2020,134457499,139285915,3,42741857
2020,134457500,139285916,17,42741858
2020,134457501,139285916,19,42741859
2020,134457505,139285919,15,42741860
2020,134457506,139285920,21,42741861
2020,134457507,139285921,16,42741862
2020,134457524,139285937,18,42741865
2020,134457536,139285951,16,42741868
2020,134457536,139285950,1,42741867
2020,134457536,139285949,16,42741866
2020,134457537,139285949,1,42741870
2020,134457537,139285951,1,42741872
2020,134457536,139285952,16,42741869
2020,134457537,139285952,16,42741873
2020,134457537,139285950,16,42741871
2020,134457539,139285953,18,42741875
2020,134457538,139285953,18,42741874
2020,134457540,139285953,18,42741876
2020,134457541,139285954,18,42741877
2020,134457553,139285961,9,42741878
2020,134457554,139285962,3,42741879
2020,134457560,139285968,19,42741880
2020,134457563,139285973,3,42741881
2020,134457564,139285974,3,42741882
2020,134457565,139285975,3,42741883
2020,134457566,139285976,21,42741884
2020,134457572,139285981,1,42741886
2020,134457572,139285980,1,42741885
2020,134457580,139285988,3,42741887
2020,134457586,139285993,24,42741888
2020,134457587,139285994,26,42741889
2020,134457593,139286003,24,42741891
2020,134457592,139286003,24,42741890
2020,134457596,139286006,3,42741892
2020,134457597,139286007,15,42741893
2020,134457598,139286008,18,42741894
2020,134457599,139286009,3,42741895
2020,134457602,139286012,3,42741896
2020,134457606,139286023,21,42741897
2020,134457608,139286025,3,42741898
2020,134457610,139286028,1,42741899
2020,134457612,139286030,3,42741900
2020,134457613,139286031,24,42741901
2020,134457614,139286032,21,42741902
2020,134457615,139286034,1,42741904
2020,134457615,139286033,18,42741903
2020,134457618,139286038,13,42741906
2020,134457617,139286038,21,42741905
2020,134457619,139286039,3,42741907
2020,134457620,139286040,15,42741908
2020,134457621,139286041,21,42741909
2020,134457622,139286042,1,42741910
2020,134457623,139286043,3,42741911
2020,134457625,139286045,5,42741912
2020,134457633,139286052,1,42741914
2020,134457635,139286055,3,42741915
2020,134457637,139286061,4,42741916
2020,134457638,139286062,10,42741917
2020,134457647,139286071,21,42741918
2020,134457651,139286075,18,42741919
2020,134457666,139286089,24,42741922
2020,134457670,139286093,1,42741923
2020,134457673,139286096,17,42741924
2020,134457674,139286097,18,42741925
2020,134457675,139286097,18,42741926
2020,134457676,139286097,18,42741927
2020,134457677,139286098,24,42741928
2020,134457679,139286101,18,42741929
2020,134457681,139286103,15,42741930
2020,134457683,139286105,3,42741931
2020,134457686,139286109,3,42741932
2020,134457696,139286121,1,42741933
2020,134457699,139286124,3,42741934
2020,134457706,139286131,21,42741935
2020,134457709,139286135,21,42741936
2020,134457710,139286136,16,42741937
2020,149046902,154034500,18,49317445
2020,149046902,154034499,18,49317444
2020,149046943,154038790,18,49317477
2020,149046943,154038789,1,49317476
2020,149046954,154034582,18,49317488
2020,149046981,154038826,15,49312518
2020,149047000,154034626,3,49317528
2020,149050829,154038861,21,49317535
2020,149047019,154038873,18,49317538
2020,149050839,154038874,18,49317540
2020,149047026,154034652,1,49317542
2020,149050859,154038890,18,49312563
2020,149047054,154034679,1,49317556
2020,149050868,154038898,24,49312572
2020,149050868,154034678,24,49312569
2020,149047067,154034689,18,49317565
2020,149047067,154034688,3,49317562
2020,149047064,154034688,18,49317561
2020,149047064,154034689,3,49317560
2020,149050885,154034695,3,49312583
2020,149050886,154038917,18,49317569
2020,149050897,154034705,18,49312596
2020,149047091,154038941,1,49317584
2020,149050932,154038977,21,49312633
2020,149050943,154038986,18,49312640
2020,149047142,154038996,18,49312644
2020,149047150,154039003,5,49312654
2020,149050954,154034764,16,49317632
2020,149050954,154039001,9,49317631
2020,149047152,154039001,16,49317635
2020,149047152,154034764,9,49317634
2020,149047264,154034874,18,49317737
2020,149047309,154039149,17,49317755
2020,149047316,154039156,17,49312736
2020,149047333,154034937,18,49317765
2020,149047334,154034940,19,49317767
2020,149051125,154034940,19,49312750
2020,142846031,147691973,18,46535329
2020,142846032,147691974,24,46535330
2020,142848193,147691975,24,46537945
2020,142846032,147691975,24,46535331
2020,142848193,147691974,24,46537944
2020,142846054,147700250,9,46535350
2020,142846079,147692036,24,46535386
2020,142846079,147692035,24,46535385
2020,142846111,147692072,16,46535402
2020,142846138,147692092,18,46535448
2020,142846138,147692091,18,46535447
2020,142846137,147692092,18,46535446
2020,142846137,147692091,18,46535445
2020,142846144,147692098,3,46535458
2020,142846156,147692108,26,46535479
2020,142846162,147692105,25,46538054
2020,142848284,147692106,19,46535485
2020,142846160,147692107,16,46535482
2020,142848284,147692105,9,46535484
2020,142846160,147692106,25,46535481
2020,142846162,147692107,9,46538056
2020,142846160,147692105,16,46535476
2020,142846162,147692106,3,46535489
2020,142848284,147692107,25,46535486
2020,142846166,147700350,24,46538057
2020,142846166,147692109,24,46535490
2020,142846166,147692114,24,46535492
2020,142848287,147700357,9,46535495
2020,149046917,154034524,18,49312459
2020,149046914,154034524,18,49317453
2020,149046917,154038768,18,49317454
2020,149046914,154038768,18,49317452
2020,149050747,154034541,3,49312472
2020,149046950,154034577,15,49317485
2020,149050804,154038824,19,49317507
2020,149050814,154038836,18,49317516
2020,149047042,154038889,18,49312561
2020,149047072,154034694,3,49317568
2020,149050904,154034712,16,49312604
2020,149047132,154034754,18,49312639
2020,149051126,154039173,24,49312751
2020,142848143,147700157,18,46535271
2020,142848141,147700160,18,46535269
2020,142848143,147691883,18,46537898
2020,142845970,147691884,18,46535274
2020,142845960,147691884,18,46535251
2020,142845986,147700179,24,46537914
2020,142845986,147700181,24,46537915
2020,142845986,147700180,24,46535285
2020,142848155,147691910,18,46535287
2020,142848154,147691910,18,46535284
2020,142848156,147691910,18,46537917
2020,142848159,147691910,18,46537920
2020,142845994,147691921,1,46535291
2020,142846008,147700199,18,46535311
2020,142846008,147700198,18,46535310
2020,142846008,147700197,18,46535307
2020,142846008,147700204,18,46535314
2020,142846008,147700201,18,46535312
2020,142846008,147700196,18,46535305
2020,142846008,147691942,18,46535304
2020,142846020,147691957,24,46535322
2020,142846020,147691956,24,46537936
2020,142846020,147691955,24,46537935
2020,142846020,147691954,24,46537934
2020,142848185,147700216,3,46537937
2020,142848186,147700211,18,46535323
2020,146997201,152026155,18,48425127
2020,147000249,152030306,1,48426704
2020,147000251,152030308,1,48426711
2020,147000249,152030308,1,48426706
2020,147000250,152030308,1,48426709
2020,147000251,152030306,1,48426710
2020,147000250,152030306,1,48426708
2020,147000256,152030317,18,48426716
2020,147000257,152030317,18,48426717
2020,146997235,152030331,18,48426731
2020,147000284,152030342,22,48426755
2020,147000288,152030353,18,48426761
2020,146997265,152030353,18,48425186
2020,146997264,152030353,18,48425185
2020,147000287,152030353,18,48426760
2020,146997287,152030367,1,48425207
2020,147000348,152030414,17,48426816
2020,147000363,152030425,3,48426825
2020,147000370,152026269,3,48425272
2020,147000374,152030430,18,48426845
2020,147000399,152030454,18,48426863
2020,147000397,152026288,18,48426862
2020,146997379,152026306,3,48425298
2020,146997435,152026354,3,48425343
2020,147000429,152026456,18,48426894
2020,147000433,152026464,18,48426895
2020,146997573,152026483,18,48425471
2020,147000451,152030512,16,48426915
2020,147000467,152030531,15,48426930
2020,147000471,152030534,27,48426936
2020,147000475,152030536,3,48426939
2020,147000486,152030562,14,48426957
2020,142845966,147700166,3,46537897
2020,142848139,147691882,18,46537883
2020,142845970,147691882,18,46537911
2020,142848141,147691883,18,46537893
2020,142845970,147700158,18,46535278
2020,142848144,147700156,18,46537906
2020,142845960,147691883,18,46535249
2020,142848141,147691884,18,46537894
2020,142848139,147700157,18,46537889
2020,142848143,147700158,18,46537902
2020,142848143,147700156,18,46537900
2020,142848144,147691883,18,46535272
2020,142848144,147700157,18,46537907
2020,142845970,147700157,18,46535277
2020,142848143,147700160,18,46537903
2020,142845960,147700156,18,46535252
2020,142845960,147700157,18,46535253
2020,142845960,147700160,18,46535255
2020,142848139,147700160,18,46537891
2020,142848141,147700156,18,46537895
2020,142848143,147691882,18,46535270
2020,142848139,147700158,18,46537890
2020,142845970,147700160,18,46535279
2020,142845960,147691882,18,46535248
2020,142848143,147691884,18,46537899
2020,149047211,154039072,3,49317701
2020,149051171,154039991,27,49312783
2020,149047379,154040000,27,49317793
2020,142846019,147691962,3,46535321
2020,142848189,147691966,24,46535324
2020,142848196,147691983,18,46537946
2020,142846050,147700249,5,46537963
2020,142846052,147700249,1,46537965
2020,142846143,147700341,18,46538036
2020,142846143,147700342,18,46538037
2020,142846143,147700343,18,46535457
2020,142846145,147692094,1,46535453
2020,142846154,147692095,18,46535470
2020,142846154,147692096,18,46535472
2020,142846145,147692093,18,46538038
2020,142846146,147692095,1,46538042
2020,142846145,147692096,25,46535459
2020,142846153,147692096,1,46535466
2020,142846146,147692096,1,46538044
2020,142848276,147692093,18,46538030
2020,142846145,147700339,3,46535452
2020,142848282,147692094,1,46535462
2020,142846153,147700340,25,46535465
2020,142846146,147700340,19,46538043
2020,142846154,147700339,18,46535468
2020,142846153,147692093,18,46538049
2020,142848276,147692094,1,46538032
2020,142848276,147700340,1,46538034
2020,142846154,147692093,18,46535467
2020,142848282,147692095,25,46535463
2020,142848282,147700340,1,46538047
2020,142846153,147700339,1,46538050
2020,142848276,147692095,1,46538033
2020,142848276,147692096,3,46538035
2020,142848282,147692096,1,46538048
2020,142846146,147700339,1,46538040
2020,142846146,147692093,18,46538039
2020,142846154,147700340,18,46535471
2020,142846153,147692095,1,46535464
2020,142848282,147700339,1,46535460
2020,142848282,147692093,18,46538045
2020,142846153,147692094,19,46538051
2020,142846145,147692095,1,46535454
2020,142846146,147692094,25,46538041
2020,142846145,147700340,1,46535456
2020,142848276,147700339,25,46538031
2020,142846154,147692094,18,46535469
2020,142846169,147692118,5,46535496
2020,142848293,147692122,16,46538061
2020,142848325,147700395,17,46538081
2020,142846267,147692199,3,46538129
2020,142848453,147700532,3,46538168
2020,142848502,147692315,3,46538195
2020,142846420,147692348,16,46535617
2020,142846533,147692458,3,46535666
2020,142846546,147692473,19,46535671
2020,142846626,147700852,18,46535718
2020,142846626,147700850,18,46538338
2020,142848776,147700883,16,46535749
2020,142846651,147700883,16,46538351
2020,142846774,147701001,1,46538398
2020,142848902,147701024,24,46535817
2020,142846881,147692820,26,46538489
2020,142846891,147692825,15,46538495
2020,142849040,147701168,3,46535900
2020,142846961,147692886,18,46535916
2020,142849202,147701340,18,46538623
2020,142847127,147701340,18,46536011
2020,142847146,147701356,9,46536016
2020,142847146,147701355,1,46536015
2020,142847146,147693034,16,46538625
2020,142847146,147693035,16,46538627
2020,142847158,147693053,3,46536028
2020,142847168,147693062,3,46536030
2020,142847202,147693108,24,46536052
2020,142847211,147701417,3,46538671
2020,149051121,154034931,9,49312746
2020,149051141,154039184,27,49312768
2020,149051144,154039191,3,49317775
2020,149051225,154039229,3,49312807
2020,149047077,154038928,3,49312589
2020,149047083,154034702,24,49312595
2020,149047083,154034703,24,49317576
2020,149050898,154034708,18,49312598
2020,149050908,154038942,9,49312608
2020,149050912,154034720,14,49312612
2020,149050921,154038959,16,49317599
2020,149050921,154038960,18,49312624
2020,149047113,154034733,3,49317602
2020,149047129,154038980,3,49317616
2020,149050939,154038980,9,49312637
2020,149050939,154034750,18,49317617
2020,149047129,154034750,1,49312636
2020,149047134,154038983,18,49317620
2020,149050953,154034763,17,49312653
2020,149047147,154034763,17,49317630
2020,149047160,154039017,3,49317645
2020,149050977,154039020,27,49317654
2020,149050997,154034804,18,49312681
2020,149050997,154039045,18,49317674
2020,149050997,154034805,18,49317673
2020,149051080,154039133,17,49312725
2020,149051082,154039134,27,49312728
2020,149051081,154039134,27,49317745
2020,149051081,154039135,27,49317746
2020,149051082,154039135,27,49312727
2020,149047298,154034902,21,49317752
2020,149047315,154039153,17,49317757
2020,149047320,154039154,1,49312738
2020,149047327,154034928,3,49312742
2020,149047328,154034930,9,49312743
2020,149051121,154034930,18,49312747
2020,149047328,154034931,18,49312744
2020,146997216,152026165,18,48425140
2020,147000259,152030319,16,48426719
2020,146997310,152030386,24,48425231
2020,147000346,152026251,17,48426814
2020,147000390,152030445,1,48426857
2020,147000593,152030688,18,48427064
2020,147000600,152027303,18,48426242
2020,147003431,152027317,3,48426252
2020,147000636,152027337,18,48427101
2020,147000635,152027337,18,48426274
2020,147000665,152030749,18,48427135
2020,147003490,152027383,15,48426302
2020,147000691,152027394,3,48427150
2020,147000703,152027418,18,48427163
2020,147000715,152027431,1,48427178
2020,147000718,152030799,27,48427183
2020,147000740,152030816,27,48427201
2020,147000755,152030835,18,48427223
2020,147000756,152030836,24,48431379
2020,147000765,152027487,26,48427234
2020,147000769,152027490,18,48427236
2020,147003577,152030843,24,48431393
2020,147003577,152027489,24,48431392
2020,147000776,152030851,3,48427242
2020,147003582,152027498,18,48431395
2020,147003585,152027501,15,48431398
2020,147000784,152030858,18,48431401
2020,147000782,152027507,18,48427247
2020,147000782,152027505,18,48431399
2020,147000786,152027509,3,48427250
2020,149046877,154034476,24,49312444
2020,149050728,154034522,1,49317451
2020,149046924,154034538,18,49312467
2020,149046924,154034537,18,49317458
2020,149046928,154034546,18,49317462
2020,149046945,154038793,24,49317480
2020,149050793,154038812,18,49317496
2020,149046970,154038812,18,49317498
2020,149050796,154034598,5,49312510
